release_note_date,smushed_event_type,format_event_type,legacy_event_types,admin_interest,security_interest,event_type_description,event_type_tags
2018.01,ommappeascertbasedsettingschanged,omm.app.eas.cert_based.settings.changed,omm.app.eas.cert_based.settings.changed,1,0,No Description.,omm
2018.01,ommappeasdisabled,omm.app.eas.disabled,omm.app.eas.disabled,1,0,No Description.,omm
2018.01,ommappeassettingschanged,omm.app.eas.settings.changed,omm.app.eas.settings.changed,1,0,No Description.,omm
2018.01,ommcmacreated,omm.cma.created,omm.cma.created,1,0,No Description.,omm
2018.01,ommcmadeleted,omm.cma.deleted,omm.cma.deleted,1,0,No Description.,omm
2018.01,ommcmaupdated,omm.cma.updated,omm.cma.updated,1,0,No Description.,omm
2018.01,ommenrollmentchanged,omm.enrollment.changed,omm.enrollment.changed,1,0,No Description.,omm
2018.01,orgnotconfiguredoriginredirectionusage,org.not_configured_origin.redirection.usage,org.not_configured_origin.redirection.usage,1,0,Using untrusted origin for redirection.,admin|org
2017.44,pamadconnectioncreate,pam.ad_connection.create,pam.ad_connection.create,1,0,This event is triggered after an Active Directory Connection is created for discovering servers.,pam
2022.02.0,pamadconnectiondelete,pam.ad_connection.delete,pam.ad_connection.delete,1,0,This event is triggered after an Active Directory Connection is deleted.,pam
2022.02.0,pamadconnectionupdate,pam.ad_connection.update,pam.ad_connection.update,1,0,his event is triggered after an Active Directory Connection is updated.,pam
2022.02.0,pamadtasksettingscreate,pam.ad_task_settings.create,pam.ad_task_settings.create,0,0,This event is triggered after settings that are related to discovering servers in an Active Directory connection are created.,pam
2022.02.0,pamadtasksettingsdelete,pam.ad_task_settings.delete,pam.ad_task_settings.delete,0,0,This event is triggered after settings that are related to discovering servers in an Active Directory connection are deleted.,pam
2022.02.0,pamadtasksettingsupdate,pam.ad_task_settings.update,pam.ad_task_settings.update,0,0,This event is triggered after settings that are related to discovering servers in an Active Directory connection are updated.,pam
2022.02.0,pamadtasksettingsupdateschedule,pam.ad_task_settings.update_schedule,pam.ad_task_settings.update_schedule,0,0,This event is triggered after the schedule for discovering Active Directory servers is updated.,pam
2022.02.0,pamapikeydelete,pam.apikey.delete,pam.apikey.delete,1,0,This event is triggered after a service user's API key is deleted.,pam
2022.02.0,pamapikeyrotate,pam.apikey.rotate,pam.apikey.rotate,1,0,This event is triggered after a service user's API key is rotated.,pam
2022.02.0,pamauthtokenissue,pam.auth_token.issue,pam.auth_token.issue,1,0,This event is triggered when an ASA client has been authenticated and is issued an authentication token with elevated capabilities.,pam
2022.02.0,pambillingcontactcreate,pam.billing_contact.create,pam.billing_contact.create,0,0,This event is triggered after a billing contact is created for an ASA team. This event is only applicable to legacy ASA customers.,pam
2022.02.0,pamclientassign,pam.client.assign,pam.client.assign,0,0,This event is triggered after an ASA client is assigned to an ASA user.,pam
2022.02.0,pamclientenroll,pam.client.enroll,pam.client.enroll,0,0,This event is triggered after an ASA client is enrolled with ASA.,pam
2022.02.0,pamclientremove,pam.client.remove,pam.client.remove,0,0,This event is triggered after an ASA client is removed from a team.,pam
2022.02.0,pamclientstateupdate,pam.client.state.update,pam.client.state.update,0,0,This event is triggered after the state of an ASA client is updated.,pam
2022.02.0,pamclientenrollmentpoliciescreate,pam.client_enrollment_policies.create,pam.client_enrollment_policies.create,1,0,This event is triggered after an ASA client enrollment policy is created.,pam
2022.02.0,pamclientenrollmentpoliciesdelete,pam.client_enrollment_policies.delete,pam.client_enrollment_policies.delete,1,0,This event is triggered after an ASA client enrollment policy is deleted.,pam
2022.02.0,pamclientenrollmentpoliciesupdate,pam.client_enrollment_policies.update,pam.client_enrollment_policies.update,1,0,This event is triggered after an ASA client enrollment policy is updated.,pam
2022.02.0,pamclientenrollmentpolicytokendelete,pam.client_enrollment_policy_token.delete,pam.client_enrollment_policy_token.delete,0,0,This event is triggered after an ASA client enrollment token is deleted.,pam
2022.02.0,pamclientenrollmentpolicytokenrotate,pam.client_enrollment_policy_token.rotate,pam.client_enrollment_policy_token.rotate,0,0,This event is triggered after an ASA client enrollment token is rotated.,pam
2022.02.0,pamcloudaccountcreate,pam.cloud_account.create,pam.cloud_account.create,1,0,This event is triggered after a project cloud account is created for importing servers into ASA.,pam
2022.02.0,pamcloudaccountdelete,pam.cloud_account.delete,pam.cloud_account.delete,1,0,This event is triggered after a cloud account has been removed from a project.,pam
2022.02.0,pamcloudaccountupdate,pam.cloud_account.update,pam.cloud_account.update,1,0,This event is triggered after a cloud account which is used for importing servers into ASA is updated.,pam
2022.02.0,pamentitlementsudoaddtoproject,pam.entitlement_sudo.add_to_project,pam.entitlement_sudo.add_to_project,1,0,This event is triggered after a sudo entitlement object is added to a project.,pam
2022.02.0,pamentitlementsudocreate,pam.entitlement_sudo.create,pam.entitlement_sudo.create,1,0,This event is triggered after a sudo entitlement object is created.,pam
2022.02.0,pamentitlementsudoremove,pam.entitlement_sudo.remove,pam.entitlement_sudo.remove,1,0,This event is triggered after a sudo entitlement object is removed.,pam
2022.02.0,pamentitlementsudoremovefromproject,pam.entitlement_sudo.remove_from_project,pam.entitlement_sudo.remove_from_project,1,0,This event is triggered after a sudo entitlement object is removed from a project.,pam
2022.02.0,pamentitlementsudoupdate,pam.entitlement_sudo.update,pam.entitlement_sudo.update,1,0,This event is triggered after a sudo entitlement object is updated.,pam
2022.02.0,pamgatewaycreate,pam.gateway.create,pam.gateway.create,1,0,This event is triggered after an ASA gateway is created.,pam
2022.02.0,pamgatewaydelete,pam.gateway.delete,pam.gateway.delete,1,0,This event is triggered after an ASA gateway is deleted.,pam
2022.02.0,pamgatewaysetuptokencreate,pam.gateway.setup_token.create,pam.gateway.setup_token.create,1,0,This event is triggered after a gateway setup token is created.,pam
2022.02.0,pamgatewaysetuptokendelete,pam.gateway.setup_token.delete,pam.gateway.setup_token.delete,1,0,This event is triggered after a gateway setup token is deleted.,pam
2022.02.0,pamgatewaysetuptokenupdate,pam.gateway.setup_token.update,pam.gateway.setup_token.update,1,0,This event is triggered after a gateway setup token is updated.,pam
2022.02.0,pamgatewayupdate,pam.gateway.update,pam.gateway.update,1,0,This event is triggered after settings are updated on an ASA gateway.,pam
2022.02.0,pamgatewaycredsissue,pam.gateway_creds.issue,pam.gateway_creds.issue,0,0,This event is triggered after the gateway issues credentials for a server.,pam
2022.02.0,pamgroupbulkmembershipchange,pam.group.bulk_membership_change,pam.group.bulk_membership_change,0,0,This event is triggered after the members belonging to an ASA group were updated in bulk by a SCIM driver.,pam
2022.02.0,pamgroupcreate,pam.group.create,pam.group.create,1,0,This event is triggered after an ASA group is created.,pam
2022.02.0,pamgroupdelete,pam.group.delete,pam.group.delete,1,0,This event is triggered after an ASA group is deleted.,pam
2022.02.0,pamincomingfederationapprove,pam.incoming_federation.approve,pam.incoming_federation.approve,1,0,This event is triggered when an ASA team admin from another team has approved a request to federate identities identities from their team to this team. Only applicable to legacy ASA customers.,pam
2022.02.0,pamincomingfederationrequest,pam.incoming_federation.request,pam.incoming_federation.request,1,0,This event is triggered after an ASA team admin submits a request to federate identities from a different team to their team. This event is only applicable to legacy ASA customers.,pam
2022.02.0,pammemberadd,pam.member.add,pam.member.add,0,0,This event is triggered after a user is added to an ASA group.,pam
2022.02.0,pammemberremove,pam.member.remove,pam.member.remove,0,0,This event is triggered after a user is removed from an ASA group.,pam
2022.02.0,pamofflinedisabledevent,pam.offline_disabled_event,pam.offline_disabled_event,1,0,This event is triggered after disconnected mode is disabled for a group.,pam
2022.02.0,pamofflineenabledevent,pam.offline_enabled_event,pam.offline_enabled_event,1,0,This event is triggered after disconnected mode is enabled for a group.,pam
2022.02.0,pamofflinegroupsecretsrotate,pam.offline_group.secrets.rotate,pam.offline_group.secrets.rotate,1,0,This event is triggered after disconnected mode credentials are rotated for a group.,pam
2022.02.0,pamoutgoingfederationapprove,pam.outgoing_federation.approve,pam.outgoing_federation.approve,1,0,This event is triggered when an ASA team admin from this team has approved a request to federate identities from this team to another team. Only applicable to legacy ASA customers.,pam
2022.02.0,pampasswordchange,pam.password.change,pam.password.change,0,0,This event is triggered after a user password changed. This event is only applicable to legacy ASA customers.,pam
2022.02.0,pampasswordreset,pam.password.reset,pam.password.reset,0,0,This event is triggered after a user password reset request is submitted. This event is only applicable to legacy ASA customers.,pam
2022.02.0,pampermissionchange,pam.permission.change,pam.permission.change,1,0,This event is triggered after group permissions are updated.,pam
2022.02.0,pampreauthorizationcreate,pam.preauthorization.create,pam.preauthorization.create,0,0,This event is triggered after a preauthorization is created.,pam
2022.02.0,pampreauthorizationupdate,pam.preauthorization.update,pam.preauthorization.update,0,0,This event is triggered after a preauthorization is updated.,pam
2022.02.0,pamprojectaddgroup,pam.project.add_group,pam.project.add_group,1,0,This event is triggered after a group is added to a project.,pam
2022.02.0,pamprojectcreate,pam.project.create,pam.project.create,1,0,This event is triggered after a project is created.,pam
2022.02.0,pamprojectdelete,pam.project.delete,pam.project.delete,1,0,This event is triggered after a project is deleted.,pam
2022.02.0,pamprojectremovegroup,pam.project.remove_group,pam.project.remove_group,1,0,This event is triggered after a group is removed from a project.,pam
2022.02.0,pamprojectgroupselectorupdate,pam.project_group_selector.update,pam.project_group_selector.update,0,0,This event is triggered after server selectors for a group assigned to a project are updated.,pam
2022.02.0,pamserverenroll,pam.server.enroll,pam.server.enroll,0,0,This event is triggered after a server running the Okta ASA agent has enrolled with ASA.,pam
2022.02.0,pamserverreassign,pam.server.reassign,pam.server.reassign,0,0,This event is triggered after a server is reassigned from one project to another.,pam
2022.02.0,pamserverremove,pam.server.remove,pam.server.remove,1,0,This event is triggered after a server is removed from the ASA inventory.,pam
2022.02.0,pamserversshlogin,pam.server.ssh_login,pam.server.ssh_login,0,0,This event is triggered after a user performs an SSH login to a server.,pam
2022.02.0,pamserverlabelsupdate,pam.server_labels.update,pam.server_labels.update,1,0,This event is triggered after server labels are updated.,pam
2022.02.0,pamservicecreate,pam.service.create,pam.service.create,0,0,This event is triggered after a service bound to a service user is created on a server.,pam
2022.02.0,pamserviceremove,pam.service.remove,pam.service.remove,0,0,This event is triggered after a service is removed from a server.,pam
2022.02.0,pamteamcreate,pam.team.create,pam.team.create,1,0,This event is triggered after a team is created in ASA.,pam
2022.02.0,pamteamgroupattributecreate,pam.team_group_attribute.create,pam.team_group_attribute.create,1,0,This event is triggered after team-level group attributes are created.,pam
2022.02.0,pamteamgroupattributedelete,pam.team_group_attribute.delete,pam.team_group_attribute.delete,1,0,This event is triggered after team-level group attributes are deleted.,pam
2022.02.0,pamteamgroupattributeupdate,pam.team_group_attribute.update,pam.team_group_attribute.update,1,0,This event is triggered after team-level group attributes are updated.,pam
2022.02.0,pamteaminvitationcreate,pam.team_invitation.create,pam.team_invitation.create,0,0,This event is triggered after an invitation to join a team is sent. This event is only applicable to legacy ASA customers.,pam
2022.02.0,pamteamprojectgroupattributecreate,pam.team_project_group_attribute.create,pam.team_project_group_attribute.create,0,0,This event is triggered after project-level group attribute overrides are created.,pam
2022.02.0,pamteamprojectgroupattributedelete,pam.team_project_group_attribute.delete,pam.team_project_group_attribute.delete,0,0,This event is triggered after project-level group attribute overrides are deleted.,pam
2022.02.0,pamteamprojectgroupattributeupdate,pam.team_project_group_attribute.update,pam.team_project_group_attribute.update,0,0,This event is triggered after project-level group attribute overrides are updated.,pam
2022.02.0,pamteamprojectuserattributecreate,pam.team_project_user_attribute.create,pam.team_project_user_attribute.create,0,0,This event is triggered after project-level user attribute overrides are created.,pam
2022.02.0,pamteamprojectuserattributedelete,pam.team_project_user_attribute.delete,pam.team_project_user_attribute.delete,0,0,This event is triggered after project-level user attribute overrides are deleted.,pam
2022.02.0,pamteamprojectuserattributeupdate,pam.team_project_user_attribute.update,pam.team_project_user_attribute.update,0,0,This event is triggered after project-level user attribute overrides are updated.,pam
2022.02.0,pamteamsettingsupdate,pam.team_settings.update,pam.team_settings.update,1,0,This event is triggered after team settings are updated.,pam
2022.02.0,pamteamuserattributecreate,pam.team_user_attribute.create,pam.team_user_attribute.create,1,0,This event is triggered after team-level user attributes are created.,pam
2022.02.0,pamteamuserattributedelete,pam.team_user_attribute.delete,pam.team_user_attribute.delete,1,0,This event is triggered after team-level user attributes are deleted.,pam
2022.02.0,pamteamuserattributeupdate,pam.team_user_attribute.update,pam.team_user_attribute.update,1,0,This event is triggered after team-level user attributes are updated.,pam
2022.02.0,pamunboundclientenroll,pam.unbound_client.enroll,pam.unbound_client.enroll,0,0,This event is triggered after an ASA client is enrolled by using the 'sft fleet enroll' command.,pam
2022.02.0,pamunmanagedservercreate,pam.unmanaged_server.create,pam.unmanaged_server.create,0,0,This event is triggered after a server is created in ASA directly through the API and not by an ASA agent installation.,pam
2022.02.0,pamusercreate,pam.user.create,pam.user.create,0,0,This event is triggered after a user is created in ASA.,pam
2022.02.0,pamuserremove,pam.user.remove,pam.user.remove,0,0,This event is triggered after a user is removed from ASA.,pam
2022.02.0,pamuserupdate,pam.user.update,pam.user.update,0,0,This event is triggered after a user is updated in ASA.,pam
2022.02.0,pamusercredsissue,pam.user_creds.issue,pam.user_creds.issue,0,0,This event is triggered after ASA credentials are issued to access servers.,pam
2022.02.0,pkicaadd,pki.ca.add,pki.ca.add,1,0,Triggered when an admin uploads a 3rd party certificate chain. You can use the event to audit the 3rd party certificate authority status change. When triggered the 3rd party certificate authority will appear in the Admin Console.,device-identity|oie-only|user
2021.07.1,pkicadelete,pki.ca.delete,pki.ca.delete,1,0,Triggered when an admin deletes a 3rd party certificate chain. You can use the event to audit the 3rd party certificate authority status change. When triggered the 3rd party certificate authority is no longer available to the org.,device-identity|oie-only|user
2021.07.1,pkicertbind,pki.cert.bind,pki.cert.bind,0,0,Triggered when a certificate is bound to a device. You can use the event to audit certificate device binding relationship. When triggered the device appears in the Admin Console as managed device.,device-identity|oie-only|user
2021.09.1,pkicertissue,pki.cert.issue,"core.user_auth.pki.cert.issue
",0,0,Device Trust certificate issuance.,device-trust-cert-distribution-and-binding
2017.45,pkicertlifecycleactivate,pki.cert.lifecycle.activate,pki.cert.lifecycle.activate,1,0,Triggered when a certificate marked as hold is removed from the CRL. You can use the event to audit certificate lifecycle change. When an admin activates/unsuspends a device the certificate associated with the device is activated when used in Okta Verify flow next time.,device-identity|oie-only|user
2021.09.1,pkicertlifecycledelete,pki.cert.lifecycle.delete,pki.cert.lifecycle.delete,1,0,Triggered when a certificate is deleted as a result of an admin deleting the binding device. You can use the event to audit certificate lifecycle change. When triggered the certificate no longer appears in the Admin Console.,device-identity|oie-only|user
2021.09.1,pkicertlifecyclehold,pki.cert.lifecycle.hold,pki.cert.lifecycle.hold,1,0,Triggered when a certificate is temporarily on hold and appears on CRL. You can use the event to audit certificate lifecycle change. A certificate on hold can be activated after it is removed from CRL.,device-identity|oie-only|user
2021.09.1,pkicertlifecyclerevoke,pki.cert.lifecycle.revoke,pki.cert.lifecycle.revoke,1,0,Triggered when a certificate is revoked and appears on CRL. You can use the event to audit certificate lifecycle change. Once revoked a certificates can not be activated.,device-identity|oie-only|user
2021.09.1,pkicertlifecyclesuspend,pki.cert.lifecycle.suspend,pki.cert.lifecycle.suspend,1,0,Triggered when a certificate is suspended as a result of an admin deactivating the binding device. You can use the event to audit certificate lifecycle change. When triggered the certificate can not be used to send the management hint.,device-identity|oie-only|user
2021.09.1,pkicertrenew,pki.cert.renew,core.user_auth.pki.cert.renew,0,0,Device Trust certificate renewal.,device-trust-cert-distribution-and-binding
2017.45,pkicertrevoke,pki.cert.revoke,core.user_auth.pki.cert.revoke,0,0,Device Trust certificate revocation.,device-trust-cert-distribution-and-binding
2017.45,plugindownloaded,plugin.downloaded,plugin.downloaded,0,0,Plugin downloaded.,plugin
2016.48,pluginscriptstatus,plugin.script_status,plugin.script_status,0,0,Status information from script execution.,plugin
2016.48,policyevaluatesignon,policy.evaluate_sign_on,policy.evaluate_sign_on,0,0,No Description.,policy
2017.11,policyexecuteuserstart,policy.execute.user.start,"policy.execute.user.start
",0,0,Start execution of policy for user.,policy
2018.15,policylifecycleactivate,policy.lifecycle.activate,"policy.activated
",1,0,Activate policy.,event-hook-eligible|policy
2016.14,policylifecyclecreate,policy.lifecycle.create,"policy.created
",1,1,Create policy.,policy
2016.14,policylifecycledeactivate,policy.lifecycle.deactivate,"policy.deactivated
",1,0,Deactivate policy.,event-hook-eligible|policy
2016.14,policylifecycledelete,policy.lifecycle.delete,"policy.deleted
",1,0,Delete policy.,policy
2016.14,policylifecycleoverwrite,policy.lifecycle.overwrite,"policy.overwritten
",1,0,Overwrite policy.,policy
2017.45,policylifecycleupdate,policy.lifecycle.update,"policy.updated
",1,0,Update policy.,event-hook-eligible|policy
2016.14,policymappingcreate,policy.mapping.create,policy.mapping.create,1,0,Create policy mapping. This event is used to audit when a policy is mapped to a resource. This event is fired when a policy is mapped to a resource. The isPreviousPolicy attribute within the Policy Targets' Details denotes whether or not it was the previous or new policy being mapped.,policy
2021.12.0,policyruleactionexecute,policy.rule.action.execute,policy.rule.action.execute,0,0,Scheduled execution of policy rule action.,policy
2018.15,policyruleactivate,policy.rule.activate,policy.rule.activated,1,0,Activate policy rule.,event-hook-eligible|policy
2016.14,policyruleadd,policy.rule.add,policy.rule.added,1,0,Add policy rule.,event-hook-eligible|policy
2016.14,policyruledeactivate,policy.rule.deactivate,policy.rule.deactivated,1,0,Deactivate policy rule.,event-hook-eligible|policy
2016.14,policyruledelete,policy.rule.delete,policy.rule.deleted,1,0,Delete policy rule.,event-hook-eligible|policy
2016.14,policyruleinvalidate,policy.rule.invalidate,policy.rule.invalidated,1,0,Invalidate policy rule.,policy
2016.14,policyruleupdate,policy.rule.update,policy.rule.updated,1,0,Update policy rule.,event-hook-eligible|policy
2016.14,policyscheduledexecute,policy.scheduled.execute,policy.scheduled.execute,0,0,Scheduled execution of policy.,policy
2018.15,scheduledactionusersuspensioncanceled,scheduled_action.user_suspension.canceled,cvd.scheduled_action.user_suspension.canceled,0,0,Canceled scheduled user suspension.,uncategorized
2017.32,scheduledactionusersuspensioncompleted,scheduled_action.user_suspension.completed,cvd.scheduled_action.user_suspension.completed,0,0,Completed scheduled user suspension.,uncategorized
2017.32,scheduledactionusersuspensionscheduled,scheduled_action.user_suspension.scheduled,cvd.scheduled_action.user_suspension.scheduled,0,0,Scheduled user suspension.,uncategorized
2017.32,scheduledactionusersuspensionupdated,scheduled_action.user_suspension.updated,cvd.scheduled_action.user_suspension.updated,0,0,Updated scheduled user suspension.,uncategorized
2017.32,securityauthenticatorlifecycleactivate,security.authenticator.lifecycle.activate,security.authenticator.lifecycle.activate,1,1,Fired when an admin activates an authenticator for the org. This event can be used to identify who activated an authenticator and which authenticator was activated. When fired this event contains information about the authenticator type that was activated and the actor who activated the authenticator. Authenticator activation occurs when an authenticator is added. Related events include security.authenticator.lifecycle.deactivate.,authenticator|event-hook-eligible|oie-only
2020.06.3,securityauthenticatorlifecycledeactivate,security.authenticator.lifecycle.deactivate,security.authenticator.lifecycle.deactivate,1,1,Fired when an admin deactivates an authenticator for the org. This event can be used to identify who deactivated an authenticator and which authenticator was deactivated. When fired this event contains information about the authenticator type that was deactivated and the actor who deactivated the authenticator. Authenticator deactivation occurs when an authenticator is removed. Related events include security.authenticator.lifecycle.activate.,authenticator|event-hook-eligible|oie-only
2020.06.3,securitydeviceaddrequestblacklistpolicy,security.device.add_request_blacklist_policy,security.device.add_request_blacklist_policy,1,1,Added request blacklist to request blacklist policies.,device|security
2018.08,securitydeviceremoverequestblacklistpolicy,security.device.remove_request_blacklist_policy,security.device.remove_request_blacklist_policy,1,1,Removed request blacklist from request blacklist policies.,device|security
2018.08,securitydevicetemporarilydisableblacklisting,security.device.temporarily_disable_blacklisting,security.device.temporarily_disable_blacklisting,1,1,Temporarily disabling blacklisting.,device|security
2018.05,securityrequestblocked,security.request.blocked,security.zone.request.blocked,0,1,Security request blocked.,security
2018.32,securitysessiondetectclientroaming,security.session.detect_client_roaming,security.session.detect_client_roaming,0,1,Roaming session detected for user.,security|session
2017.28,securitythreatconfigurationupdate,security.threat.configuration.update,security.threat.configuration.update,1,1,Fired when a ThreatInsight configuration has been updated. This can be used to identify when an existing ThreatInsight configuration has been updated. An update can be updating the action or the excluded zones. When fired this event contains information about who made the update to the configuration.,threat-insight-configuration
2019.07.0,securitythreatdetected,security.threat.detected,security.threat.detected,0,1,Request from an IP identified as malicious by Okta ThreatInsight. This can be used to monitor and act on credential based attacks (such as Brute Force Password Spray) on your organization. The reasons why the request was classified as malicious can be found in the outcome.reason field. The outcome.result field will be 'ALLOW' or 'DENY' based on whether Okta Threat Insight is configured in log mode or log and block mode where 'ALLOW' means the request continued and 'DENY' means the request was blocked.,security|threat-insight
2019.02.2,securityvoiceaddcountryblacklist,security.voice.add_country_blacklist,security.voice.add_country_blacklist,1,1,Fired when a country has been added to the voice call blacklist. This can be used to identify when a country has been blacklisted for voice call. When fired this event contains information about the country that was added to the blacklist.Related events include security.voice.remove_country_blacklist.,security|voice
2019.03.3,securityvoiceremovecountryblacklist,security.voice.remove_country_blacklist,security.voice.remove_country_blacklist,1,1,Fired when a country has been removed from the voice call blacklist. This can be used to identify when a country has been removed from voice call blacklist. When fired this event contains information about the country that was removed from the blacklist.Related events include security.voice.add_country_blacklist.,security|voice
2019.03.3,securityzonemakeblacklist,security.zone.make_blacklist,security.zone.make_blacklist,1,1,Added IPs to blacklist zone.,network-zone|security
2017.06,securityzoneremoveblacklist,security.zone.remove_blacklist,security.zone.remove_blacklist,1,1,Removed IPs from blacklist zone.,network-zone|security
2017.06,selfservicedisabled,self_service.disabled,app.self_service.disabled,1,0,Self-service disabled for app.,self-service
2017.48,selfserviceenabled,self_service.enabled,app.self_service.enabled,1,0,Self-service enabled for app.,self-service
2017.48,systemagentadconnect,system.agent.ad.connect,app.ad.agent.disconnected|app.ad.agent.reconnected,0,0,Connect AD agent to Okta.,ad-agent
2016.2,systemagentadcreate,system.agent.ad.create,app.ad.config.agent.agent_created,1,0,Create AD agent.,ad-agent
2016.2,systemagentaddeactivate,system.agent.ad.deactivate,app.ad.config.agent.agent_deactivated,1,0,Deactivate AD agent.,ad-agent
2016.2,systemagentaddelete,system.agent.ad.delete,app.ad.config.agent.agent_deleted,1,0,Delete AD agent.,ad-agent
2016.2,systemagentadimportou,system.agent.ad.import_ou,app.ad.api.user_import.warn.skipped_ou.missing_required_attribute,0,0,Perform import OU by AD agent.,ad-agent
2016.2,systemagentadimportuser,system.agent.ad.import_user,app.ad.api.user_import.warn.skipped_user.attribute_too_long|app.ad.api.user_import.warn.skipped_user.internal_object|app.ad.api.user_import.warn.skipped_user.internal_object.unknown_user|app.ad.api.user_import.warn.skipped_user.invalid_user_account_control|app.ad.api.user_import.warn.skipped_user.invalid_user_account_control.unknown_user|app.ad.api.user_import.warn.skipped_user.invalid_user_account_control_computed|app.ad.api.user_import.warn.skipped_user.invalid_user_account_control_computed.unknown_user|app.ad.api.user_import.warn.skipped_user.missing_required_attribute|app.ad.api.user_import.warn.skipped_user.missing_required_attribute.unknown_user,0,0,Perform import user by AD agent.,ad-agent
2016.2,systemagentadinvokedir,system.agent.ad.invoke_dir,app.ad.agent.dir-invoke|app.ad.agent.dir-invoke.error,0,0,Perform directory invoke command by AD agent.,ad-agent
2016.2,systemagentadreactivate,system.agent.ad.reactivate,app.ad.config.agent.agent_reactivate_failed_missing_token|app.ad.config.agent.agent_reactivated,1,0,Reactivate AD agent.,ad-agent
2016.2,systemagentadreadconfig,system.agent.ad.read_config,app.ad.agent.read-config|app.ad.agent.read-config.error,0,0,Perform config read by AD agent.,ad-agent
2016.2,systemagentadreaddirsync,system.agent.ad.read_dirsync,app.ad.agent.read-dirsync|app.ad.agent.read-dirsync.error,0,0,Perform dirsync read by AD agent.,ad-agent
2016.2,systemagentadreadldap,system.agent.ad.read_ldap,app.ad.agent.read-ldap|app.ad.agent.read-ldap.error,0,0,Perform LDAP read by AD agent.,ad-agent
2016.2,systemagentadreadschema,system.agent.ad.read_schema,app.ad.agent.read-schema|app.ad.agent.read-schema.error,0,0,Perform schema read by AD agent.,ad-agent
2016.2,systemagentadreadtopology,system.agent.ad.read_topology,app.ad.agent.read-forest-topology|app.ad.agent.read-forest-topology.error,0,0,Directory agent performed topology import operation.,ad-agent
2016.2,systemagentadrealtimesync,system.agent.ad.realtimesync,app.ad.agent.real-time-sync|app.ad.agent.real-time-sync.error,0,0,Perform RealTimeSync by AD agent.,ad-agent
2016.2,systemagentadresetuserpassword,system.agent.ad.reset_user_password,app.ad.password.reset.failure|app.ad.password.reset.success|app.ad.password.reset.unlock-failed,0,0,Perform user password reset by AD agent.,ad-agent
2016.2,systemagentadstart,system.agent.ad.start,app.ad.agent.start,0,0,Start AD agent.,ad-agent
2016.2,systemagentadunlockuseraccount,system.agent.ad.unlock_user_account,app.ad.user.account.unlock.failure|app.ad.user.account.unlock.success,0,0,Perform unlock user account by AD agent.,ad-agent
2016.2,systemagentadupdate,system.agent.ad.update,app.ad.agent.config|app.ad.agent.config.error|app.ad.agent.modify-config|app.ad.agent.modify-config.error,1,0,Update AD agent configuration.,ad-agent
2016.2,systemagentadupdateuser,system.agent.ad.update_user,app.ad.agent.user-auth-and-update|app.ad.agent.user-auth-and-update.error,0,0,User Auth and Update.,ad-agent
2016.2,systemagentadupgrade,system.agent.ad.upgrade,app.ad.agent.upgrade|app.ad.agent.upgrade.error,0,0,Upgrade AD agent.,ad-agent
2016.2,systemagentaduploadiwalog,system.agent.ad.upload_iwa_log,iwa.agent.fetch-logs|iwa.agent.fetch-logs.error,0,0,Fired when an AD agent has fetched and uploaded IWA agent log file. This event fires when the log file upload is successful or fails. This can be used to audit that logs files are being fetched successfully have been uploaded successfully and troubleshoot why an IWA log upload has failed. When fired this event indicates whether a log file upload has been successful or failed. This event also indicates whether the event was initiated by the Okta system or a user. Related events: none all debugging context is included in this event.,ad-agent
2019.02.1,systemagentaduploadlog,system.agent.ad.upload_log,app.ad.agent.fetch-logs|app.ad.agent.fetch-logs.error,0,0,Upload AD agent log.,ad-agent
2016.2,systemagentadwriteldap,system.agent.ad.write_ldap,app.ad.agent.write-ldap|app.ad.agent.write-ldap.error,0,0,Perform LDAP write by AD agent.,ad-agent
2016.2,systemagentautoupdate,system.agent.auto_update,system.agent.auto_update,0,0,Fired when an individual agent auto-update succeeds or fails. Confirms a successful agent auto-update or provides troubleshooting information when the agent auto-update is unsuccessful. Indicates when an agent auto-update is successful or unsuccessful.,ad-agent|agent-pool
2021.10.0,systemagentconnectorconnect,system.agent.connector.connect,"agents.connector_agent.agent_disconnected|agents.connector_agent.agent_reconnected
",0,0,Connect connector agent to Okta.,connector-agent
2016.2,systemagentconnectordeactivate,system.agent.connector.deactivate,"agents.connector_agent.agent_deactivated
",1,0,Deactivate connector agent.,connector-agent
2016.2,systemagentconnectordelete,system.agent.connector.delete,"agents.connector_agent.agent_deleted
",1,0,Delete connector agent.,connector-agent
2016.2,systemagentconnectorreactivate,system.agent.connector.reactivate,"agents.connector_agent.agent_reactivate_failed_missing_token|agents.connector_agent.agent_reactivated
",1,0,Reactivate connector agent.,connector-agent
2016.2,systemagentldapchangeuserpassword,system.agent.ldap.change_user_password,"app.ldap.agent.password_change|app.ldap.agent.password_change.timeout
",0,0,Perform change user password by LDAP agent.,ldap-app
2016.2,systemagentldapcreateuserJIT,system.agent.ldap.create_user_JIT,"app.ldap.jit.ambiguous
",0,0,Perform create user JIT by LDAP agent.,ldap-app
2016.2,systemagentldapdisconnect,system.agent.ldap.disconnect,"app.ldap.agent.disconnected
",0,0,Disconnect LDAP agent from Okta.,ldap-app
